623.1883467,528.3178732
2375.486425,465.4136889
3981.664038,410.0070902
5539.087017,359.2994443
7047.803174,314.8650904
8653.885162,274.4713882
9967.869657,243.0837047
11427.83118,211.9028402
12846.99976,183.7512142
14453.35883,156.8351709
15767.6787,138.1695628
17082.142,123.6661319
18192.00719,108.3781108
19418.59909,97.51576378
21111.73899,80.63881612
22474.19124,69.55862734
23653.16758,61.60521809
24675.30481,55.14074472
25843.46163,48.57915053
27157.49462,41.46483054
28361.88353,36.53045737
29675.7724,32.01357901
30794.78617,27.90838327
32414.20033,23.44648236
33728.08989,19.69872885
35188.28592,16.81356525
36502.17547,14.12603638
37670.18886,12.24977573
38984.22185,10.45582043
40006.50251,9.507858631
41174.5159,8.244997591
42196.36624,7.150011127
43364.37963,6.200326152
44386.22998,5.376884649
45554.3868,4.737050435
46576.23715,4.107940959
47744.53741,3.676808016
48766.38776,3.188505265
49934.40115,2.764998855
51248.57758,2.397697585
54752.33086,1.514882382
56066.36385,1.293030869
57088.2142,1.121308405
58256.37103,0.987875846
59278.50825,0.884214219
60446.23476,0.742893175
61468.37198,0.664938526
62636.38537,0.576619485
63658.23572,0.500040866
64826.39254,0.440537403
66140.56897,0.382016602
67162.70619,0.341930125
68330.71958,0.296513986
69644.89601,0.257125194
70666.74635,0.222977385
71834.90318,0.196443701
73148.93617,0.167674911
74462.82572,0.140873269
75776.85871,0.120242659
77090.60483,0.099437365
78112.45518,0.08623147
79280.612,0.075970167
80740.09084,0.059912485
81908.10423,0.051954737
82930.24145,0.046502926
84507.35157,0.038051921
85626.2219,0.032651833
86599.21083,0.028767096
87766.8358,0.024814986
88982.92853,0.020848756
90229.35692,0.017150832
91251.35071,0.015110222
92679.86572,0.012299454
93652.56777,0.010498696
94820.24055,0.00910423
96360.459,0.007294278
97382.30935,0.006325553
98550.32273,0.005485375
99572.31652,0.004832724
100740.1865,0.00412506
101762.0368,0.003577227
102930.1936,0.003151547
103952.044,0.002733002
105120.3443,0.002446171
106872.1492,0.001929053
108331.7715,0.001545567
109499.6414,0.001319248
110521.4918,0.001144043
111689.5051,0.000992088
113003.2513,0.00082043
114025.1016,0.000711472
115192.8281,0.000597759
116214.6785,0.000518373
117382.5484,0.000442467
118404.3988,0.000383705
119581.6518,0.000318996
