711.4046264,0.012122109
2556.406574,0.01079694
4495.807388,0.009591367
5806.211913,0.008520407
7119.855257,0.007669261
8381.989541,0.00690314
9519.274606,0.00626279
10611.31407,0.00569681
11703.56772,0.005306151
12795.60718,0.004826624
13887.64665,0.004390433
14979.68612,0.003993661
16071.72558,0.003632746
17163.76505,0.003304448
18474.16957,0.002935477
19566.42322,0.002734177
20658.03433,0.002372042
21750.0738,0.002157676
22842.11326,0.001962683
23933.93855,0.001743532
25025.97802,0.001585966
26117.80331,0.001408879
27209.84278,0.001281556
28301.66807,0.001138459
29393.49336,0.00101134
30485.96118,0.00096456
31795.72317,0.000798099
32887.54846,0.000708984
34197.73881,0.000615081
35289.5641,0.000546402
36381.17521,0.000474032
37473.0005,0.000421103
38564.82579,0.000374083
39656.65108,0.000332313
40748.26219,0.000288299
41839.8733,0.000250115
42931.69859,0.000222187
44241.67476,0.000188248
45551.65093,0.000159493
46643.26205,0.000138369
47734.87316,0.000120042
49044.84933,0.000101706
50136.67462,9.03E-05
51228.28573,7.84E-05
52319.89684,6.80E-05
53411.50796,5.90E-05
54503.11907,5.12E-05
55594.73018,4.44E-05
56904.70635,3.76E-05
57996.53164,3.34E-05
59088.14275,2.90E-05
60166.60506,2.60E-05
61271.57916,2.23E-05
62363.19027,1.94E-05
63455.01556,1.72E-05
64825.07245,1.46E-05
65941.46602,1.31E-05
67591.48068,1.08E-05
69569.023,8.67E-06
70878.99917,7.34E-06
71970.82446,6.52E-06
73280.80063,5.53E-06
74372.41175,4.79E-06
75464.23704,4.26E-06
76555.84815,3.69E-06
77647.45926,3.21E-06
78957.64961,2.78E-06
80267.83996,2.41E-06
81140.65766,2.04E-06
82232.26877,1.77E-06
83324.09406,1.58E-06
84415.70517,1.37E-06
85507.53046,1.21E-06
86598.9274,1.03E-06
87690.75269,9.14E-07
89000.51468,7.56E-07
90310.27667,6.26E-07
91401.88779,5.43E-07
92493.28472,4.60E-07
93584.89583,3.99E-07
94676.50695,3.46E-07
95768.11806,3.00E-07
96859.72917,2.60E-07
97951.34028,2.26E-07
99042.9514,1.96E-07
100134.3483,1.66E-07
101226.1736,1.48E-07
102754.729,1.25E-07
103887.9006,1.09E-07
104938.3796,9.87E-08
106029.7765,8.36E-08
107121.3877,7.25E-08
108212.9988,6.29E-08
109304.3957,5.33E-08
110396.221,4.73E-08
111487.6179,4.01E-08
112579.229,3.48E-08
113670.8402,3.02E-08
114762.4513,2.62E-08
115854.0624,2.27E-08
116945.6735,1.97E-08
118037.2846,1.71E-08
119129.1099,1.52E-08
119609.526,1.43E-08
,
