0,0,-2,-4,-6,-8,-10,-12,-14,-16,-18,-20,-22,-24
2,0,0.051834,0.10367,0.1555,0.20506,0.25451,0.3021,0.34786,0.39349,0.43414,0.47489,0.50968,0.54446
3,0,0.0559,0.1118,0.1677,0.2211,0.2744,0.3254,0.3739,0.4225,0.4648,0.5072,0.5421,0.5771
4,0,0.057757,0.11561,0.17337,0.22841,0.28336,0.3356,0.38533,0.43497,0.47749,0.52,0.555,0.59009
5,0,0.058825,0.11767,0.17649,0.23238,0.28819,0.3412,0.39155,0.44182,0.48467,0.52743,0.56243,0.59733
6,0,0.059518,0.11915,0.17867,0.23505,0.29146,0.34506,0.39571,0.44637,0.48952,0.53258,0.56758,0.60248
7,0,0.06,0.1209,0.1809,0.2376,0.2947,0.3486,0.3994,0.45,0.4929,0.5358,0.5709,0.6066
